ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
65,"Sonic Interactions in Virtual Reality: State of the Art, Current Challenges, and Future Directions","['NC Nilsson', 'M Geronazzo', 'S Serafin', 'C Erkut', 'R Nordahl']",,,,,29,,http://scholar.google.com/scholar?oi=bibs&cluster=14893222906997589577&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 38 (2), 31-43"
66,Capturing the human figure through a wall,"['H Mao', 'D Katabi', 'CY Hsu', 'F Durand', 'F Adib']",,,,,192,,http://scholar.google.com/scholar?oi=bibs&cluster=4959033703348220140&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (6), 1-13"
67,VDub: Modifying Face Video of Actors for Plausible Visual Alignment to a Dubbed Audio Track,"['K Varanasi', 'H Sarmadi', 'I Steiner', 'P Garrido', 'P Pérez', '...', 'L Valgaerts']",,,,,69,,http://scholar.google.com/scholar?oi=bibs&cluster=341442744997746321&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (2), 193-204"
68,Squares: Supporting Interactive Performance Analysis for Multiclass Classifiers,"['B Lee', 'J Suh', 'JD Williams', 'S Amershi', 'D Ren']",,,,,97,,http://scholar.google.com/scholar?oi=bibs&cluster=2926029361915677124&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 61-70"
69,Learning to simplify: fully convolutional networks for rough sketch cleanup,"['H Ishikawa', 'S Iizuka', 'E Simo-Serra', 'K Sasaki']",,,,,113,,http://scholar.google.com/scholar?oi=bibs&cluster=17507585084772522698&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-11"
70,Interactive sketching of urban procedural models,"['I Garcia-Dorado', 'G Nishida', 'A Bousseau', 'B Benes', 'DG Aliaga']",,,,,90,,http://scholar.google.com/scholar?oi=bibs&cluster=3747933599657530196&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-11"
71,Computational design of walking automata,"['H Pfister', 'B Thomaszewski', 'S Coros', 'G Bharaj', 'B Bickel', 'J Tompkin']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=1769908138131420001&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
72,Terrain-adaptive locomotion skills using deep reinforcement learning,"['G Berseth', 'XB Peng', 'M van de Panne']",,,,,168,,http://scholar.google.com/scholar?oi=bibs&cluster=14305407568176429577&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-12"
73,Painting style transfer for head portraits using convolutional neural networks,"['L Doyle', 'A Selim', 'M Elgharib']",,,,,119,,http://scholar.google.com/scholar?oi=bibs&cluster=9385731552957610104&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-18"
74,Stable Topological Signatures for Points on 3D Shapes,"['M Ovsjanikov', 'SY Oudot', 'M Carrière']",,,,,64,,http://scholar.google.com/scholar?oi=bibs&cluster=10399584510962669100&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (5), 1-12"
75,A cti V is: Visual Exploration of Industry-Scale Deep Neural Network Models,"['M Kahng', 'PY Andrews', 'A Kalro', 'DHP Chau']",,,,,150,,http://scholar.google.com/scholar?oi=bibs&cluster=68438662327512434&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (1), 88-97"
76,Characterizing Provenance in Visualization and Data Analysis: An Organizational Framework of Provenance Types and Purposes,"['J Chen', 'A Endert', 'J Sanyal', 'ED Ragan']",,,,,136,,http://scholar.google.com/scholar?oi=bibs&cluster=14883770689173509722&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 31-40"
77,Panoramic Video from Unstructured Camera Arrays,"['A Sorkine‐Hornung', 'O Wang', 'P Kaufmann', '...', 'H Zimmer', 'F Perazzi']",,,,,88,,http://scholar.google.com/scholar?oi=bibs&cluster=9788526371393985464&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (2), 57-68"
78,Position and orientation based Cosserat rods,"['T Kugelstadt', 'E Schömer']",,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=14107956451913320270&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation …
79,Mixed-initiative visual analytics using task-driven recommendations,"['R Burtner', 'D Israel', 'K Cook', 'M Wolverton', 'A Endert', 'N Cramer', 'J Bruce']",,,,,22,,http://scholar.google.com/scholar?oi=bibs&cluster=13821116771711144432&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Conference on Visual Analytics Science and Technology (VAST), 9-16"
80,Realtime style transfer for unlabeled heterogeneous human motion,"['C Wang', 'J Chai', 'J Hodgins', 'S Xia']",,,,,91,,http://scholar.google.com/scholar?oi=bibs&cluster=17661169332718302450&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-10"
81,"Recent Trends, Applications, and Perspectives in 3D Shape Similarity Assessment","['M Bronstein', 'A Cerri', 'S Biasotti', 'A Bronstein']",,,,,61,,http://scholar.google.com/scholar?oi=bibs&cluster=12147770530198799709&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (6), 87-119"
82,Computational design of hand-held VR controllers using haptic shape illusion,"['T Narumi', 'Y Koyama', 'T Tanikawa', 'M Hirose', 'E Fujinawa', 'S Yoshida']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=4952917874423820135&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and …
83,Real‐time haptic manipulation and cutting of hybrid soft tissue models by extended position‐based dynamics,"['H Qin', 'J Pan', 'X Zhao', 'A Hao', 'J Bai']",,,,,34,,http://scholar.google.com/scholar?oi=bibs&cluster=2776383530138179713&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 26 (3-4), 321-335"
84,"Fast, memory-efficient construction of voxelized shadows.","['V Kämpe', 'E Sintorn', 'U Assarsson']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=5827171454101480982&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 25-30"
85,Nonlinearly Weighted First‐order Regression for Denoising Monte Carlo Renderings,"['JA Iglesias‐Guitián', 'B Bitterli', '...', 'D Adler', 'B Moon', 'K Mitchell', 'F Rousselle']",,,,,59,,http://scholar.google.com/scholar?oi=bibs&cluster=2847565267471445450&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (4), 107-117"
86,Molecular visualization of computational biology data: a survey of surveys,"['N Alharbi', 'M Alharbi', 'M Baaden', '...', 'X Martinez', 'M Krone', 'A Rose']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=387707663496013785&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the Eurographics/IEEE VGTC Conference on Visualization: Short …
87,Towards more behaviours in crowd simulation,"['S Lemercier', 'JM Auberlet']",,,,,17,,http://scholar.google.com/scholar?oi=bibs&cluster=1253691032911844053&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 27 (1), 24-34"
88,DeepLoco: dynamic locomotion skills using hierarchical deep reinforcement learning,"['G Berseth', 'XB Peng', 'K Yin', 'M Van De Panne']",,,,,248,,http://scholar.google.com/scholar?oi=bibs&cluster=13276434778848772604&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-13"
89,Isogeometric analysis with strong multipatch C1-coupling,"['CL Chan', 'C Anitescu', 'T Rabczuk']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=12636905579665550912&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 62, 294-310"
90,Shape Displays: Spatial Interaction with Dynamic Physical Form,"['D Leithinger', 'H Ishii', 'S Follmer', 'A Olwal']",,,,,44,,http://scholar.google.com/scholar?oi=bibs&cluster=10448264205203645742&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (5), 5-11"
91,Cyber sick but still having fun.,"['A Knote', 'S von Mammen', 'S Edenhofer']",,,,,30,,http://scholar.google.com/scholar?oi=bibs&cluster=857759081123001859&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 325-326"
92,Real-time global illumination using precomputed light field probes.,"['D Nowrouzezahrai', 'M McGuire', 'M Mara', 'D Luebke']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=14169244115890049030&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 2:1-2:11"
93,Real-time expression transfer for facial reenactment,"['M Stamminger', 'M Zollhöfer', 'J Thies', 'M Nießner', 'L Valgaerts', 'C Theobalt']",,,,,185,,http://scholar.google.com/scholar?oi=bibs&cluster=391289926406962623&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (6), 1-14"
94,Generating a multiplicity of policies for agent steering in crowd simulation,"['M Kapadia', 'CD Boatright', 'NI Badler', 'JM Shapira']",,,,,18,,http://scholar.google.com/scholar?oi=bibs&cluster=8716852820239797897&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 26 (5), 483-494"
95,The impact of latency on perceptual judgments and motor performance in closed-loop interaction in virtual reality.,"['I Senna', 'M Rohde', 'T Waltemate', 'MO Ernst', 'S Kopp', '...', 'F Hülsmann']",,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=6399334103287270857&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 27-35"
96,Matched Gk-constructions always yield Ck-continuous isogeometric elements,"['D Groisser', 'J Peters']",,,,,58,,http://scholar.google.com/scholar?oi=bibs&cluster=456062536331868077&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 34, 67-72"
97,Poisson-driven seamless completion of triangular meshes,"['M Centin', 'A Signoroni', 'N Pezzotti']",,,,,26,,http://scholar.google.com/scholar?oi=bibs&cluster=14544432538926081938&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 35, 42-55"
98,3D Skeletons: A State‐of‐the‐Art Report,"['N Amenta', 'A Tagliasacchi', 'M Spagnuolo', 'T Delame', 'A Telea']",,,,,122,,http://scholar.google.com/scholar?oi=bibs&cluster=8746353882100864015&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (2), 573-597"
